date,title,text,source,url,ticker,publisher,query,article_length,word_count,collection_date,finbert_label,finbert_score,finbert_sentiment,vader_compound,vader_label,textblob_polarity,textblob_label,date_only,spacy_entities_json,bert_entities_json,all_entities_json,num_entities,num_orgs,num_persons,num_locations
2026-01-17 11:44:57,Alibaba Group Holding Limited $BABA Shares Sold by Nations Financial Group Inc. IA ADV - MarketBeat,Alibaba Group Holding Limited $BABA Shares Sold by Nations Financial Group Inc. IA ADV&nbsp;&nbsp;MarketBeat,Google News,https://news.google.com/rss/articles/CBMi3gFBVV95cUxQY05zSVZYZXg4cFhLSFdVamdraDU0NTI3eHU1dWN1ZFF4VTh2ZXRTN3RXVUdBam1DTUlReGhmaHE2Y1hJbEtHODVHNDBZTHljZ1NON1V0blFGdGtsZmZpbmJoT0VBLTVOb0VDQ0ZTUUNZcmgtMXhMVW5ZQnpwZ29VaTgwSXVfVjJ1NlpGenBhaWZJWjV6cjJsLXFfc2FuX1lwVkdVX3RLbDVHb0hCSzZtbXNLUWpNZFA5TWp3UkFoSExJQVlDN0NtR1N5WkZSNGJIc25QY2RsVko5TkpNNkE?oc=5,BABA,,BABA stock news,108,14,2026-01-18 18:10:41.105671,positive,0.0772,0.0772,0.0772,positive,-0.0357142857142857,neutral,2026-01-17,"[{""text"": ""Alibaba Group Holding Limited"", ""label"": ""ORG"", ""start"": 0, ""end"": 29}, {""text"": ""BABA Shares Sold"", ""label"": ""PERSON"", ""start"": 31, ""end"": 47}, {""text"": ""Nations Financial Group Inc."", ""label"": ""ORG"", ""start"": 51, ""end"": 79}, {""text"": ""IA"", ""label"": ""GPE"", ""start"": 80, ""end"": 82}]","[{""text"": ""Alibaba Group Holding Limited"", ""label"": ""ORG"", ""score"": 0.9981849789619446, ""start"": 0, ""end"": 29}, {""text"": ""Nations Financial Group Inc"", ""label"": ""ORG"", ""score"": 0.9992995858192444, ""start"": 51, ""end"": 78}, {""text"": ""IA ADV"", ""label"": ""ORG"", ""score"": 0.8921256065368652, ""start"": 80, ""end"": 86}, {""text"": ""MarketBeat"", ""label"": ""ORG"", ""score"": 0.9519474506378174, ""start"": 98, ""end"": 108}]","[{""text"": ""Alibaba Group Holding Limited"", ""label"": ""ORG"", ""source"": ""spacy""}, {""text"": ""BABA Shares Sold"", ""label"": ""PERSON"", ""source"": ""spacy""}, {""text"": ""Nations Financial Group Inc."", ""label"": ""ORG"", ""source"": ""spacy""}, {""text"": ""IA"", ""label"": ""GPE"", ""source"": ""spacy""}, {""text"": ""Alibaba Group Holding Limited"", ""label"": ""ORG"", ""source"": ""bert""}, {""text"": ""Nations Financial Group Inc"", ""label"": ""ORG"", ""source"": ""bert""}, {""text"": ""IA ADV"", ""label"": ""ORG"", ""source"": ""bert""}, {""text"": ""MarketBeat"", ""label"": ""ORG"", ""source"": ""bert""}]",8,6,1,1
2026-01-17 10:36:25,How to play BABA stock as Alibaba’s growth story gets a boost from the Chinese government - MSN,How to play BABA stock as Alibaba’s growth story gets a boost from the Chinese government&nbsp;&nbsp;MSN,Google News,https://news.google.com/rss/articles/CBMi1AFBVV95cUxPUTNXWUtHVy1WdmNlcV96MlZjTjR3MC1tbGs1VkIxMnZqclo2eVpUX0hMQTBaSWFMRHNHUTVKTzRYWG55MFppdXo1Wk1vb2IxeF9FX1VZc1JiWEJRNlZaLWlrNTh4NWVvQlVrSzhwTlA3VS1Pd2FIOVFnQVpDTzVweDJWRDgzQkN4ekdPRF94M3oybjFCQ3JTV0VJRl9jUUcxU2FVam1aM1hDWkgxbU56Rm8yczROcm1WQjAtNG5UUUE3ZFdPQ3RRZHhubS1RUzRtMzRUdA?oc=5,BABA,,BABA stock news,104,16,2026-01-18 18:10:41.105671,positive,0.7717,0.7717,0.7717,positive,0.0,neutral,2026-01-17,"[{""text"": ""Alibaba"", ""label"": ""NORP"", ""start"": 26, ""end"": 33}, {""text"": ""Chinese"", ""label"": ""NORP"", ""start"": 71, ""end"": 78}]","[{""text"": ""BABA"", ""label"": ""ORG"", ""score"": 0.9973270893096924, ""start"": 12, ""end"": 16}, {""text"": ""Alibaba"", ""label"": ""ORG"", ""score"": 0.9990187287330627, ""start"": 26, ""end"": 33}, {""text"": ""Chinese"", ""label"": ""MISC"", ""score"": 0.9997908473014832, ""start"": 71, ""end"": 78}]","[{""text"": ""Alibaba"", ""label"": ""NORP"", ""source"": ""spacy""}, {""text"": ""Chinese"", ""label"": ""NORP"", ""source"": ""spacy""}, {""text"": ""BABA"", ""label"": ""ORG"", ""source"": ""bert""}, {""text"": ""Alibaba"", ""label"": ""ORG"", ""source"": ""bert""}, {""text"": ""Chinese"", ""label"": ""MISC"", ""source"": ""bert""}]",5,2,0,0
2026-01-17 09:01:41,Abbott Laboratories (NYSE:ABT) Stands Out as a Dependable Dividend Stock for Income Investors - Chartmill,Abbott Laboratories (NYSE:ABT) Stands Out as a Dependable Dividend Stock for Income Investors&nbsp;&nbsp;Chartmill,Google News,https://news.google.com/rss/articles/CBMi2AFBVV95cUxNWTl2Y1hyVWpjWkVWeDBoUkNhSXJJQUtPSnYzR1ZxcVcwY2g4X1pSZk9YX2lhZnEzY21lTkY4WElUMmlqZEY5RXlLbVR2QXVINk9MWVlxblNUZllpQWpPNlV1Q1gtWHIxby1wcWF1NVBzY3l1NmlkQlhsM1J4ejB4ZEVGS3MyeXJ1NWFlcXFJZXFwU2VUdW53S2JTOWMzcmUtcVJrS2tnLVp0ZlIyckZlcW40ZHFSUVo4NkRmdTFmcllNOXlNYW9rdWFqYzY1SHFEMjlCeDZWZDk?oc=5,ABT,,ABT stock news,114,13,2026-01-18 18:10:41.105671,neutral,0.0,0.0,0.0,neutral,0.0,neutral,2026-01-17,"[{""text"": ""Abbott Laboratories"", ""label"": ""ORG"", ""start"": 0, ""end"": 19}, {""text"": ""NYSE"", ""label"": ""ORG"", ""start"": 21, ""end"": 25}, {""text"": ""Dependable Dividend Stock for Income"", ""label"": ""ORG"", ""start"": 47, ""end"": 83}]","[{""text"": ""Abbott Laboratories"", ""label"": ""ORG"", ""score"": 0.9992653727531433, ""start"": 0, ""end"": 19}, {""text"": ""Chartmill"", ""label"": ""ORG"", ""score"": 0.6192542314529419, ""start"": 105, ""end"": 114}]","[{""text"": ""Abbott Laboratories"", ""label"": ""ORG"", ""source"": ""spacy""}, {""text"": ""NYSE"", ""label"": ""ORG"", ""source"": ""spacy""}, {""text"": ""Dependable Dividend Stock for Income"", ""label"": ""ORG"", ""source"": ""spacy""}, {""text"": ""Abbott Laboratories"", ""label"": ""ORG"", ""source"": ""bert""}, {""text"": ""Chartmill"", ""label"": ""ORG"", ""source"": ""bert""}]",5,5,0,0
2026-01-16 22:00:00,Prediction: This Stock Will Join the $3 Trillion Club by the End of 2026. You're Going to Want to Buy It Now. - The Motley Fool,Prediction: This Stock Will Join the $3 Trillion Club by the End of 2026. You're Going to Want to Buy It Now.&nbsp;&nbsp;The Motley Fool,Google News,https://news.google.com/rss/articles/CBMimAFBVV95cUxPVk5fOEpiUFJrdENxQlZELWVHTFhDLWNTdEthTmhtRXVPdlJ0eEUxTGw4Qjg4TmdITnVSRld6MDRkc2lZeVVqNWRNTjJCbDg2TmFneVhLcGZ5N1lLMUNyVm4yTmptVHp6eWFUTUEtS0lvRVVvbXZkdHlQMGRVZXlVWWZyRUhIeGI0OFphSDVaQXIweU00aHhhTA?oc=5,AVGO,,AVGO stock news,136,24,2026-01-18 18:10:41.105671,negative,0.1027,-0.1027,-0.1027,negative,0.6,positive,2026-01-16,"[{""text"": ""$3 Trillion Club"", ""label"": ""MONEY"", ""start"": 37, ""end"": 53}, {""text"": ""2026"", ""label"": ""DATE"", ""start"": 68, ""end"": 72}]","[{""text"": ""Trillion Club"", ""label"": ""ORG"", ""score"": 0.7889629006385803, ""start"": 40, ""end"": 53}, {""text"": ""Motley Fool"", ""label"": ""MISC"", ""score"": 0.7401909828186035, ""start"": 125, ""end"": 136}]","[{""text"": ""$3 Trillion Club"", ""label"": ""MONEY"", ""source"": ""spacy""}, {""text"": ""2026"", ""label"": ""DATE"", ""source"": ""spacy""}, {""text"": ""Trillion Club"", ""label"": ""ORG"", ""source"": ""bert""}, {""text"": ""Motley Fool"", ""label"": ""MISC"", ""source"": ""bert""}]",4,1,0,0
2026-01-16 21:21:00,"Lobbying Update: $60,000 of AMGEN INC. FKA HORIZON THERAPEUTICS USA INC. lobbying was just disclosed - Quiver Quantitative","Lobbying Update: $60,000 of AMGEN INC. FKA HORIZON THERAPEUTICS USA INC. lobbying was just disclosed&nbsp;&nbsp;Quiver Quantitative",Google News,https://news.google.com/rss/articles/CBMi1gFBVV95cUxOeklOYkFwUnpZeU54akdUQk92MW9nMHpFSENKYU9yLTRtSkxzWlV0cHpOTkduYm9FcnBfcWpSUkxNdzAtQTRKNDU4a2ZQRnpmaHBBYW1QZ2dCTkVEYTZyeVBvQVNpUDlQYXowT19RbFhYM3NSbndFb0NlVVZDV1YxLTk5aDZSVXZFWEVBQ0RkWVhJWUQ4eWJRSndfNGJzRW5tRW1Cd0dsc0czRzQtVldjYXpJTHprVnN1anRSYy00QXdjanN5QWh5MW9jR1VPMV9Xb2VVdGVn?oc=5,AMGN,,AMGN stock news,131,16,2026-01-18 18:10:41.105671,negative,0.1531,-0.1531,-0.1531,negative,0.0,neutral,2026-01-16,"[{""text"": ""Lobbying Update"", ""label"": ""PERSON"", ""start"": 0, ""end"": 15}, {""text"": ""60,000"", ""label"": ""MONEY"", ""start"": 18, ""end"": 24}, {""text"": ""AMGEN INC"", ""label"": ""ORG"", ""start"": 28, ""end"": 37}, {""text"": ""FKA HORIZON"", ""label"": ""ORG"", ""start"": 39, ""end"": 50}, {""text"": ""THERAPEUTICS USA INC."", ""label"": ""ORG"", ""start"": 51, ""end"": 72}]","[{""text"": ""FKA H"", ""label"": ""ORG"", ""score"": 0.8218682408332825, ""start"": 39, ""end"": 44}, {""text"": ""USA"", ""label"": ""LOC"", ""score"": 0.9336401224136353, ""start"": 64, ""end"": 67}]","[{""text"": ""Lobbying Update"", ""label"": ""PERSON"", ""source"": ""spacy""}, {""text"": ""60,000"", ""label"": ""MONEY"", ""source"": ""spacy""}, {""text"": ""AMGEN INC"", ""label"": ""ORG"", ""source"": ""spacy""}, {""text"": ""FKA HORIZON"", ""label"": ""ORG"", ""source"": ""spacy""}, {""text"": ""THERAPEUTICS USA INC."", ""label"": ""ORG"", ""source"": ""spacy""}, {""text"": ""FKA H"", ""label"": ""ORG"", ""source"": ""bert""}, {""text"": ""USA"", ""label"": ""LOC"", ""source"": ""bert""}]",7,4,1,1
2026-01-16 18:24:17,What Is Going On With AMD Stock On Friday? - Advanced Micro Devices (NASDAQ:AMD) - Benzinga,What Is Going On With AMD Stock On Friday? - Advanced Micro Devices (NASDAQ:AMD)&nbsp;&nbsp;Benzinga,Google News,https://news.google.com/rss/articles/CBMi0AFBVV95cUxObnl4YThIUnFDNkVmNm9naDJEcHBfOFEzMjRKb0VpLTJZeHVrZ05RSThVVlBLNW5XYWFmQ2NoaXJPalZNdlBxTWFfRThva0E1RTh6RjVTYURUY3llSEowRkFJaERqbEVCbTJXcTRselJFVHJPVGVPOHVTZ0p6Q0J6UmRPWlVoR2Jqa0xSMmlYNnlqREc2S2dtNUlnbl91RWhYWXZYeE9ja0RJN1A0NmdrQkktTGdCOGVPVVJCWWdESThiU1FzbGd3alpfMDA1eF9i?oc=5,AMD,,AMD stock news,100,14,2026-01-18 18:10:41.105671,positive,0.25,0.25,0.25,positive,0.4,positive,2026-01-16,"[{""text"": ""Friday"", ""label"": ""DATE"", ""start"": 35, ""end"": 41}, {""text"": ""Advanced Micro Devices"", ""label"": ""ORG"", ""start"": 45, ""end"": 67}, {""text"": ""NASDAQ"", ""label"": ""ORG"", ""start"": 69, ""end"": 75}]","[{""text"": ""Advanced Micro Devices"", ""label"": ""ORG"", ""score"": 0.900520920753479, ""start"": 45, ""end"": 67}, {""text"": ""Benzinga"", ""label"": ""ORG"", ""score"": 0.8481714725494385, ""start"": 92, ""end"": 100}]","[{""text"": ""Friday"", ""label"": ""DATE"", ""source"": ""spacy""}, {""text"": ""Advanced Micro Devices"", ""label"": ""ORG"", ""source"": ""spacy""}, {""text"": ""NASDAQ"", ""label"": ""ORG"", ""source"": ""spacy""}, {""text"": ""Advanced Micro Devices"", ""label"": ""ORG"", ""source"": ""bert""}, {""text"": ""Benzinga"", ""label"": ""ORG"", ""source"": ""bert""}]",5,4,0,0
2026-01-16 15:32:22,Wells Fargo Upgrades Broadcom Stock as New AI Catalysts Create Buying Opportunity - TIKR.com,Wells Fargo Upgrades Broadcom Stock as New AI Catalysts Create Buying Opportunity&nbsp;&nbsp;TIKR.com,Google News,https://news.google.com/rss/articles/CBMijwFBVV95cUxOc0JOMlhLSlFDOEQ3Qm9NUDNtS3h0UEVsOGRsbUd1azFnQWFDSnZFYjJXN0trMzZQUkRVeS16RlFXREJWNkxHamM2Y21YSG9xR2lsUXFuQ053UFBoSmFDRS1ubjRHejhwdTFLN1JmM0g2UTRJNVZEd2RvOUFoam9aWGRZWS1sTmtyY05scmwtZw?oc=5,AVGO,,AVGO stock news,101,12,2026-01-18 18:10:41.105671,positive,0.4767,0.4767,0.4767,positive,0.1363636363636363,positive,2026-01-16,"[{""text"": ""Wells Fargo Upgrades Broadcom Stock"", ""label"": ""ORG"", ""start"": 0, ""end"": 35}]","[{""text"": ""Wells Fargo"", ""label"": ""ORG"", ""score"": 0.9990568161010742, ""start"": 0, ""end"": 11}, {""text"": ""Broadcom"", ""label"": ""ORG"", ""score"": 0.9967555999755859, ""start"": 21, ""end"": 29}, {""text"": ""R"", ""label"": ""ORG"", ""score"": 0.7251699566841125, ""start"": 96, ""end"": 97}]","[{""text"": ""Wells Fargo Upgrades Broadcom Stock"", ""label"": ""ORG"", ""source"": ""spacy""}, {""text"": ""Wells Fargo"", ""label"": ""ORG"", ""source"": ""bert""}, {""text"": ""Broadcom"", ""label"": ""ORG"", ""source"": ""bert""}, {""text"": ""R"", ""label"": ""ORG"", ""source"": ""bert""}]",4,4,0,0
2026-01-16 14:00:06,Here is What to Know Beyond Why Alibaba Group Holding Limited (BABA) is a Trending Stock - Yahoo Finance,Here is What to Know Beyond Why Alibaba Group Holding Limited (BABA) is a Trending Stock&nbsp;&nbsp;Yahoo Finance,Google News,https://news.google.com/rss/articles/CBMigAFBVV95cUxOV0lMbncxaGd2UHZhbVlLaV9fWUJmNWlvdWdHcDlrTW5ieExDUE1FZy1zZlh0eWthTXhpU1psTWc3bzVoMG9iQW1KU1F3RVV5dUo1eHZsNVFvUVhJZXV6Zk1NcG5wV0tWR2NZck9Cbmk0MlY0ckdVUmVZeU94MXc2RQ?oc=5,BABA,,BABA stock news,113,17,2026-01-18 18:10:41.105671,negative,0.2263,-0.2263,-0.2263,negative,-0.0714285714285714,negative,2026-01-16,"[{""text"": ""a Trending Stock&nbsp;&nbsp;Yahoo Finance"", ""label"": ""ORG"", ""start"": 72, ""end"": 113}]","[{""text"": ""Alibaba Group Holding Limited"", ""label"": ""ORG"", ""score"": 0.9990832805633545, ""start"": 32, ""end"": 61}, {""text"": ""BABA"", ""label"": ""ORG"", ""score"": 0.9953835606575012, ""start"": 63, ""end"": 67}, {""text"": ""Yahoo Finance"", ""label"": ""ORG"", ""score"": 0.9944227933883667, ""start"": 100, ""end"": 113}]","[{""text"": ""a Trending Stock&nbsp;&nbsp;Yahoo Finance"", ""label"": ""ORG"", ""source"": ""spacy""}, {""text"": ""Alibaba Group Holding Limited"", ""label"": ""ORG"", ""source"": ""bert""}, {""text"": ""BABA"", ""label"": ""ORG"", ""source"": ""bert""}, {""text"": ""Yahoo Finance"", ""label"": ""ORG"", ""source"": ""bert""}]",4,4,0,0
2026-01-16 13:47:00,Fund Update: New $84.6M $ABT stock position opened by Compagnie Lombard Odier SCmA - Quiver Quantitative,Fund Update: New $84.6M $ABT stock position opened by Compagnie Lombard Odier SCmA&nbsp;&nbsp;Quiver Quantitative,Google News,https://news.google.com/rss/articles/CBMivgFBVV95cUxPelBwQnhHaDZvZjZIcXBld3h3SWtQR0JqRFE2bWZ0VENyaGRuV3g2blotQmVoeTl0NExpNHJFanFtc3ZmWGx2Q1J6MVBMOWRuSXN4Snl6RGRuUXJzM2lXN2pQeXFpclJxUmg2WVlVSDE5eHZDTkRod3BuNHhQREpOejhadXMwUlE0UGp6anp3VG1KQUY2NGh5QXlueWNEMVBCbExXTUNoa3hOSElHWGtaWUZTeW5jZ3BSX0ZqN1NB?oc=5,ABT,,ABT stock news,113,14,2026-01-18 18:10:41.105671,neutral,0.0,0.0,0.0,neutral,0.1363636363636363,positive,2026-01-16,"[{""text"": ""84.6"", ""label"": ""MONEY"", ""start"": 18, ""end"": 22}, {""text"": ""ABT"", ""label"": ""ORG"", ""start"": 25, ""end"": 28}]","[{""text"": ""New"", ""label"": ""MISC"", ""score"": 0.8770809173583984, ""start"": 13, ""end"": 16}, {""text"": ""M"", ""label"": ""MISC"", ""score"": 0.870577871799469, ""start"": 22, ""end"": 23}, {""text"": ""AB"", ""label"": ""MISC"", ""score"": 0.5611557960510254, ""start"": 25, ""end"": 27}, {""text"": ""Compagnie Lombard Odier"", ""label"": ""ORG"", ""score"": 0.9887617826461792, ""start"": 54, ""end"": 77}, {""text"": ""Q"", ""label"": ""ORG"", ""score"": 0.6045840382575989, ""start"": 101, ""end"": 102}]","[{""text"": ""84.6"", ""label"": ""MONEY"", ""source"": ""spacy""}, {""text"": ""ABT"", ""label"": ""ORG"", ""source"": ""spacy""}, {""text"": ""New"", ""label"": ""MISC"", ""source"": ""bert""}, {""text"": ""M"", ""label"": ""MISC"", ""source"": ""bert""}, {""text"": ""AB"", ""label"": ""MISC"", ""source"": ""bert""}, {""text"": ""Compagnie Lombard Odier"", ""label"": ""ORG"", ""source"": ""bert""}, {""text"": ""Q"", ""label"": ""ORG"", ""source"": ""bert""}]",7,3,0,0
2026-01-16 13:41:00,Do Options Traders Know Something About APA Stock We Don't? - TradingView — Track All Markets,Do Options Traders Know Something About APA Stock We Don't?&nbsp;&nbsp;TradingView — Track All Markets,Google News,https://news.google.com/rss/articles/CBMitAFBVV95cUxQcXltLVlJYlpXUXFCRkFOYkhQNE5qMGRpYXdDbi1zQ2RDZmhqN0I0WEI2eVlrNE54c0VmVXBXcEFGTkNZZHlCMFhoMTlRRmxocWp4ak1hbjZRY0FfZEg0c2dVcUJEdHR4dFhnSFFFZi1ZUVNRZHpoRExyNFpLU0hza3VEb08xOHpYZTVyX2FXTEtTeUNTa1ZmWDNkZDYxdXRxQzQtWURPckhEeEpzblkweGNJZE8?oc=5,APA,,APA stock news,102,14,2026-01-18 18:10:41.105671,neutral,0.0,0.0,0.0,neutral,0.0,neutral,2026-01-16,[],"[{""text"": ""APA"", ""label"": ""ORG"", ""score"": 0.8121709823608398, ""start"": 40, ""end"": 43}, {""text"": ""Markets"", ""label"": ""ORG"", ""score"": 0.5341895818710327, ""start"": 95, ""end"": 102}]","[{""text"": ""APA"", ""label"": ""ORG"", ""source"": ""bert""}, {""text"": ""Markets"", ""label"": ""ORG"", ""source"": ""bert""}]",2,2,0,0
2026-01-16 11:43:35,TSMC Budget Boosts ASML Stock: Why Morgan Stanley Analysts Target 70% Gains by 2027 - TipRanks,TSMC Budget Boosts ASML Stock: Why Morgan Stanley Analysts Target 70% Gains by 2027&nbsp;&nbsp;TipRanks,Google News,https://news.google.com/rss/articles/CBMisAFBVV95cUxQLTRZbjJjcEp4eV9XdEg3V29jUF9Oc043WTFjbGIyRWJsU0VZQ3RiU3pMazNXYVNjbVVtcXo2bkFTekp5WGh1WmVuZkJRdm9BTG8tQkNsZU50bUtkTDZIRlpfbldsWUFwclRmNE50T09GNFBhM2haUzR5Wm5ZVmwwbkk5anJGdy1JeEFMZlpJeENiRjdlSGhDM2RYSU0yMFBxMjhTZlRUaDJtdnpzLUlveA?oc=5,ASML,,ASML stock news,103,14,2026-01-18 18:10:41.105671,positive,0.5719,0.5719,0.5719,positive,0.0,neutral,2026-01-16,"[{""text"": ""TSMC Budget Boosts ASML Stock: Why Morgan Stanley Analysts Target"", ""label"": ""ORG"", ""start"": 0, ""end"": 65}, {""text"": ""70%"", ""label"": ""PERCENT"", ""start"": 66, ""end"": 69}]","[{""text"": ""TSMC Budget"", ""label"": ""ORG"", ""score"": 0.9092503190040588, ""start"": 0, ""end"": 11}, {""text"": ""AS"", ""label"": ""ORG"", ""score"": 0.7840668559074402, ""start"": 19, ""end"": 21}, {""text"": ""ML"", ""label"": ""MISC"", ""score"": 0.5652376413345337, ""start"": 21, ""end"": 23}, {""text"": ""Morgan Stanley"", ""label"": ""ORG"", ""score"": 0.9976366758346558, ""start"": 35, ""end"": 49}, {""text"": ""R"", ""label"": ""ORG"", ""score"": 0.9633237719535828, ""start"": 98, ""end"": 99}]","[{""text"": ""TSMC Budget Boosts ASML Stock: Why Morgan Stanley Analysts Target"", ""label"": ""ORG"", ""source"": ""spacy""}, {""text"": ""70%"", ""label"": ""PERCENT"", ""source"": ""spacy""}, {""text"": ""TSMC Budget"", ""label"": ""ORG"", ""source"": ""bert""}, {""text"": ""AS"", ""label"": ""ORG"", ""source"": ""bert""}, {""text"": ""ML"", ""label"": ""MISC"", ""source"": ""bert""}, {""text"": ""Morgan Stanley"", ""label"": ""ORG"", ""source"": ""bert""}, {""text"": ""R"", ""label"": ""ORG"", ""source"": ""bert""}]",7,5,0,0
2026-01-16 10:09:54,Alibaba (BABA) Stock: Wall Street Backs AI Agent Strategy as Qwen App Gains Traction - CoinCentral,Alibaba (BABA) Stock: Wall Street Backs AI Agent Strategy as Qwen App Gains Traction&nbsp;&nbsp;CoinCentral,Google News,https://news.google.com/rss/articles/CBMiqgFBVV95cUxONGljMEtzWWIxenFXYVRSQ0QxQXM0Uy1XTi1CcUZrcWhMMjZWN29YblN3cnBiYmhJdEdyZzB1M3FYVWVGQWp0OWxpazNBbGJrVm1ERXJnTDRnTjJtTklFbTRmRTZWYVQ1TjdxeWJhd0hsbmItTWdMMldZdmh4VTVfbXNqUTBNRU80bmgxbkR6V3VadmpEWlltemhGS1JraXNWM1ZNNnh1VTYtUQ?oc=5,BABA,,BABA stock news,107,14,2026-01-18 18:10:41.105671,positive,0.296,0.296,0.296,positive,0.0,neutral,2026-01-16,"[{""text"": ""Qwen App Gains"", ""label"": ""PERSON"", ""start"": 61, ""end"": 75}]","[{""text"": ""Alibaba"", ""label"": ""ORG"", ""score"": 0.9394903182983398, ""start"": 0, ""end"": 7}, {""text"": ""BABA"", ""label"": ""ORG"", ""score"": 0.6292374730110168, ""start"": 9, ""end"": 13}, {""text"": ""Wall Street"", ""label"": ""LOC"", ""score"": 0.9960911870002747, ""start"": 22, ""end"": 33}, {""text"": ""AI Agent"", ""label"": ""MISC"", ""score"": 0.7599751949310303, ""start"": 40, ""end"": 48}, {""text"": ""Qwen A"", ""label"": ""ORG"", ""score"": 0.7955937385559082, ""start"": 61, ""end"": 67}, {""text"": ""CoinCent"", ""label"": ""ORG"", ""score"": 0.8501403331756592, ""start"": 96, ""end"": 104}]","[{""text"": ""Qwen App Gains"", ""label"": ""PERSON"", ""source"": ""spacy""}, {""text"": ""Alibaba"", ""label"": ""ORG"", ""source"": ""bert""}, {""text"": ""BABA"", ""label"": ""ORG"", ""source"": ""bert""}, {""text"": ""Wall Street"", ""label"": ""LOC"", ""source"": ""bert""}, {""text"": ""AI Agent"", ""label"": ""MISC"", ""source"": ""bert""}, {""text"": ""Qwen A"", ""label"": ""ORG"", ""source"": ""bert""}, {""text"": ""CoinCent"", ""label"": ""ORG"", ""source"": ""bert""}]",7,4,1,1
2026-01-16 08:16:09,Absolute Software Co. (ABT.TO) (TSE:ABT) Stock Crosses Above Two Hundred Day Moving Average - Here's Why - MarketBeat,Absolute Software Co. (ABT.TO) (TSE:ABT) Stock Crosses Above Two Hundred Day Moving Average - Here's Why&nbsp;&nbsp;MarketBeat,Google News,https://news.google.com/rss/articles/CBMi4gFBVV95cUxONmlKaGZYWGxlTS1RLS1KRkNMRnoxa2ZBQXJJcjJtaVI0TTZuVTk2UDlsWUNscXJCVXdJSTQ2N1B5VVZKXzhucXZCVmNyc0tSNGxfaHh3dzRKQ2w3bEVoNkhYZlFKUGNqRFplR2ZqM1ZFWEVHb0dxeF9jcF9SWTE0SDBDT1p2R0JqQjdxX1VzRzBXcjRhOWo0ZFhDNHhfemlZd0J5aUl2dVZ4TjhoNHJiWnJrSXRWY0tqM3p4SFo3UjE1dlJpT1BGV0s5VnRCeExfaTg5U2lkZG41dWRDV2M5UmNB?oc=5,ABT,,ABT stock news,126,16,2026-01-18 18:10:41.105671,neutral,0.0,0.0,0.0,neutral,0.0166666666666666,neutral,2026-01-16,"[{""text"": ""Absolute Software Co."", ""label"": ""ORG"", ""start"": 0, ""end"": 21}, {""text"": ""ABT.TO"", ""label"": ""ORG"", ""start"": 23, ""end"": 29}, {""text"": ""TSE"", ""label"": ""ORG"", ""start"": 32, ""end"": 35}]","[{""text"": ""Absolute Software Co."", ""label"": ""ORG"", ""score"": 0.9315754771232605, ""start"": 0, ""end"": 21}, {""text"": ""ABT"", ""label"": ""ORG"", ""score"": 0.9005625247955322, ""start"": 23, ""end"": 26}, {""text"": ""TO"", ""label"": ""ORG"", ""score"": 0.7232280373573303, ""start"": 27, ""end"": 29}, {""text"": ""B"", ""label"": ""ORG"", ""score"": 0.8827370405197144, ""start"": 122, ""end"": 123}]","[{""text"": ""Absolute Software Co."", ""label"": ""ORG"", ""source"": ""spacy""}, {""text"": ""ABT.TO"", ""label"": ""ORG"", ""source"": ""spacy""}, {""text"": ""TSE"", ""label"": ""ORG"", ""source"": ""spacy""}, {""text"": ""Absolute Software Co."", ""label"": ""ORG"", ""source"": ""bert""}, {""text"": ""ABT"", ""label"": ""ORG"", ""source"": ""bert""}, {""text"": ""TO"", ""label"": ""ORG"", ""source"": ""bert""}, {""text"": ""B"", ""label"": ""ORG"", ""source"": ""bert""}]",7,7,0,0
